1,http://www.archanaskitchen.com/garlic-ginger-spiced-potato-wedges-recipe-baked,http:,www.archanaskitchen.com,garlic-ginger-spiced-potato-wedges-recipe-baked
2,https://www.archanaskitchen.com/onion-tomato-dosa-savoury-waffles-recipe,https:,www.archanaskitchen.com,onion-tomato-dosa-savoury-waffles-recipe
3,https://www.archanaskitchen.com/vegetable-rice-upma-recipe-in-hindi,https:,www.archanaskitchen.com,vegetable-rice-upma-recipe-in-hindi
4,https://www.archanaskitchen.com/pineapple-and-semolina-sheera-recipe,https:,www.archanaskitchen.com,pineapple-and-semolina-sheera-recipe
5,https://www.archanaskitchen.com/spicy-mixed-vegetable-pulao-recipe-with-tofu-karnataka-style,https:,www.archanaskitchen.com,spicy-mixed-vegetable-pulao-recipe-with-tofu-karnataka-style
6,https://www.archanaskitchen.com/priyanjali-joardar,https:,www.archanaskitchen.com,priyanjali-joardar
7,https://www.archanaskitchen.com/chilli-ginger-vegetable-tofu-stir-fry-recipe,https:,www.archanaskitchen.com,chilli-ginger-vegetable-tofu-stir-fry-recipe
8,https://www.archanaskitchen.com/kerala-mutton-pepper-fry-recipe,https:,www.archanaskitchen.com,kerala-mutton-pepper-fry-recipe
9,https://www.archanaskitchen.com/homemade-multigrain-baby-cereal-recipe-baby-porridge,https:,www.archanaskitchen.com,homemade-multigrain-baby-cereal-recipe-baby-porridge
10,https://www.archanaskitchen.com/ragi-kanji-salt-version-recipe-in-hindi,https:,www.archanaskitchen.com,ragi-kanji-salt-version-recipe-in-hindi
11,https://www.archanaskitchen.com/detox-blueberry-salad-recipe,https:,www.archanaskitchen.com,detox-blueberry-salad-recipe
12,https://www.archanaskitchen.com/rumela-roy,https:,www.archanaskitchen.com,rumela-roy
13,http://www.archanaskitchen.com/achari-masala-recipe,http:,www.archanaskitchen.com,achari-masala-recipe
14,https://www.archanaskitchen.com/idli-upma-recipe-in-hindi,https:,www.archanaskitchen.com,idli-upma-recipe-in-hindi
15,http://www.archanaskitchen.com/stir-fried-brown-rice-and-wild-rice-topped-with-honey-glazed-tofu-recipe,http:,www.archanaskitchen.com,stir-fried-brown-rice-and-wild-rice-topped-with-honey-glazed-tofu-recipe
16,https://www.archanaskitchen.com/thai-style-noodles-with-spinach-and-leeks-recipe,https:,www.archanaskitchen.com,thai-style-noodles-with-spinach-and-leeks-recipe
17,https://www.archanaskitchen.com/chettinad-style-tomato-vermicelli-recipe,https:,www.archanaskitchen.com,chettinad-style-tomato-vermicelli-recipe
18,https://www.archanaskitchen.com/gujarati-style-osaman-dal-recipe,https:,www.archanaskitchen.com,gujarati-style-osaman-dal-recipe
